session_id,user_id,variant,session_duration,pages_visited,persona,base_interact,variant_boost,interacted_with_panel,p_engage,engaged,p_add,added_to_cart,p_conv,converted,engagement_score,time_to_conversion
32859,11590,B,59,5,DealHunter,0.18,0.07,0,0.2,0,0,0,0,0,4.91666666666667,NA
32860,2840,B,46,4,TargetedShopper,0.15,0.07,0,0.18,1,0.05,0,0,0,3.06666666666667,NA
32861,4295,B,28,6,Explorer,0.05,0.07,0,0.22,0,0,0,0,0,2.8,NA
32862,3879,B,86,1,TargetedShopper,0.15,0.07,0,0.12,0,0,0,0,0,1.43333333333333,NA
32863,5326,B,48,5,HighIntent,0.3,0.07,1,0.5,1,0.25,0,0,0,8,NA
32864,7093,A,33,2,Explorer,0.05,0,0,0.14,0,0,0,0,0,1.1,NA
32865,13055,A,22,4,Explorer,0.05,0,0,0.18,0,0,0,0,0,1.46666666666667,NA
32866,10500,A,87,3,Explorer,0.05,0,0,0.16,0,0,0,0,0,4.35,NA
32867,9038,B,16,4,TargetedShopper,0.15,0.07,0,0.18,1,0.05,0,0,0,1.06666666666667,NA
32868,12087,B,320,5,TargetedShopper,0.15,0.07,1,0.5,1,0.25,1,0.32,0,53.3333333333333,NA
32869,9086,A,59,5,HighIntent,0.3,0,0,0.2,0,0,0,0,0,4.91666666666667,NA
32870,11309,B,23,4,DealHunter,0.18,0.07,0,0.18,0,0,0,0,0,1.53333333333333,NA
32871,7916,A,157,1,TargetedShopper,0.15,0,0,0.12,0,0,0,0,0,2.61666666666667,NA
32872,3051,A,103,4,DealHunter,0.18,0,0,0.18,0,0,0,0,0,6.86666666666667,NA
32873,14278,A,41,2,Explorer,0.05,0,0,0.14,1,0.05,0,0,0,1.36666666666667,NA
32874,10694,B,90,2,DealHunter,0.18,0.07,0,0.14,0,0,0,0,0,3,NA
32875,5488,B,62,6,DealHunter,0.18,0.07,0,0.22,0,0,0,0,0,6.2,NA
32876,6285,A,29,4,Explorer,0.05,0,0,0.18,0,0,0,0,0,1.93333333333333,NA
32877,13492,B,136,7,HighIntent,0.3,0.07,1,0.54,1,0.25,1,0.32,1,31.7333333333333,103.772626187652
32878,11228,A,39,3,DealHunter,0.18,0,0,0.16,0,0,0,0,0,1.95,NA
32879,9787,B,31,4,TargetedShopper,0.15,0.07,0,0.18,0,0,0,0,0,2.06666666666667,NA
32880,9585,B,118,1,HighIntent,0.3,0.07,0,0.12,0,0,0,0,0,1.96666666666667,NA
32881,5841,A,166,5,Explorer,0.05,0,0,0.2,0,0,0,0,0,13.8333333333333,NA
32882,14128,B,18,3,Explorer,0.05,0.07,0,0.16,0,0,0,0,0,0.9,NA
32883,6167,A,24,7,Explorer,0.05,0,0,0.24,1,0.05,0,0,0,2.8,NA
32884,11121,B,65,7,Explorer,0.05,0.07,0,0.24,1,0.05,0,0,0,7.58333333333333,NA
32885,3225,A,19,9,Explorer,0.05,0,0,0.28,1,0.05,0,0,0,2.85,NA
32886,263,A,52,5,TargetedShopper,0.15,0,0,0.2,0,0,0,0,0,4.33333333333333,NA
32887,1199,B,15,3,Explorer,0.05,0.07,0,0.16,0,0,0,0,0,0.75,NA
32888,5069,B,113,2,Explorer,0.05,0.07,0,0.14,0,0,0,0,0,3.76666666666667,NA
32889,2599,B,24,8,TargetedShopper,0.15,0.07,0,0.26,0,0,0,0,0,3.2,NA
32890,751,A,39,6,TargetedShopper,0.15,0,0,0.22,0,0,0,0,0,3.9,NA
32891,10153,B,132,0,HighIntent,0.3,0.07,0,0.1,0,0,0,0,0,0,NA
32892,8362,A,161,5,TargetedShopper,0.15,0,0,0.2,0,0,0,0,0,13.4166666666667,NA
32893,1159,A,120,3,TargetedShopper,0.15,0,0,0.16,0,0,0,0,0,6,NA
32894,13562,B,66,5,TargetedShopper,0.15,0.07,0,0.2,1,0.05,0,0,0,5.5,NA
32895,14655,A,48,7,TargetedShopper,0.15,0,0,0.24,1,0.05,0,0,0,5.6,NA
32896,3414,A,103,2,TargetedShopper,0.15,0,0,0.14,0,0,0,0,0,3.43333333333333,NA
32897,13921,A,47,3,DealHunter,0.18,0,0,0.16,0,0,0,0,0,2.35,NA
32898,14841,B,512,8,Explorer,0.05,0.07,0,0.26,0,0,0,0,0,68.2666666666667,NA
32899,4803,A,106,6,DealHunter,0.18,0,0,0.22,1,0.05,0,0,0,10.6,NA
32900,9318,B,104,6,Explorer,0.05,0.07,0,0.22,0,0,0,0,0,10.4,NA
32901,12943,B,86,2,TargetedShopper,0.15,0.07,1,0.44,1,0.25,0,0,0,5.73333333333333,NA
32902,452,B,27,6,DealHunter,0.18,0.07,0,0.22,0,0,0,0,0,2.7,NA
32903,5063,B,110,9,Explorer,0.05,0.07,0,0.28,0,0,0,0,0,16.5,NA
32904,12416,B,94,7,TargetedShopper,0.15,0.07,0,0.24,0,0,0,0,0,10.9666666666667,NA
32905,7683,A,33,6,Explorer,0.05,0,0,0.22,1,0.05,0,0,0,3.3,NA
32906,5965,B,84,6,DealHunter,0.18,0.07,0,0.22,1,0.05,0,0,0,8.4,NA
32907,13750,B,67,8,DealHunter,0.18,0.07,0,0.26,0,0,0,0,0,8.93333333333333,NA
32908,72,B,103,5,HighIntent,0.3,0.07,1,0.5,1,0.25,0,0,0,17.1666666666667,NA
32909,12916,B,63,3,DealHunter,0.18,0.07,0,0.16,0,0,0,0,0,3.15,NA
32910,14392,B,50,8,TargetedShopper,0.15,0.07,1,0.56,0,0,0,0,0,13.3333333333333,NA
32911,4177,A,29,7,DealHunter,0.18,0,0,0.24,1,0.05,0,0,0,3.38333333333333,NA
32912,7163,A,42,5,Explorer,0.05,0,0,0.2,0,0,0,0,0,3.5,NA
32913,10859,B,57,4,TargetedShopper,0.15,0.07,0,0.18,0,0,0,0,0,3.8,NA
32914,755,A,180,0,DealHunter,0.18,0,0,0.1,0,0,0,0,0,0,NA
32915,4721,B,20,5,TargetedShopper,0.15,0.07,0,0.2,0,0,0,0,0,1.66666666666667,NA
32916,232,B,186,5,Explorer,0.05,0.07,0,0.2,0,0,0,0,0,15.5,NA
32917,474,A,91,6,Explorer,0.05,0,0,0.22,1,0.05,0,0,0,9.1,NA
32918,5100,B,53,5,DealHunter,0.18,0.07,0,0.2,0,0,0,0,0,4.41666666666667,NA
32919,13449,A,249,1,Explorer,0.05,0,0,0.12,0,0,0,0,0,4.15,NA
32920,3272,A,161,10,Explorer,0.05,0,0,0.3,0,0,0,0,0,26.8333333333333,NA
32921,492,B,142,5,DealHunter,0.18,0.07,0,0.2,0,0,0,0,0,11.8333333333333,NA
32922,4030,A,27,7,Explorer,0.05,0,0,0.24,0,0,0,0,0,3.15,NA
32923,4149,B,93,6,HighIntent,0.3,0.07,1,0.52,0,0,0,0,0,18.6,NA
32924,4215,B,149,5,HighIntent,0.3,0.07,0,0.2,0,0,0,0,0,12.4166666666667,NA
32925,12863,A,53,2,DealHunter,0.18,0,0,0.14,0,0,0,0,0,1.76666666666667,NA
32926,1599,B,100,6,HighIntent,0.3,0.07,1,0.52,1,0.25,1,0.32,0,20,NA
32927,5088,B,41,5,Explorer,0.05,0.07,0,0.2,1,0.05,0,0,0,3.41666666666667,NA
32928,6561,A,26,2,Explorer,0.05,0,0,0.14,0,0,0,0,0,0.866666666666667,NA
32929,8851,B,42,5,TargetedShopper,0.15,0.07,0,0.2,0,0,0,0,0,3.5,NA
32930,3612,A,6,6,Explorer,0.05,0,0,0.22,0,0,0,0,0,0.6,NA
32931,8956,B,438,7,Explorer,0.05,0.07,1,0.54,0,0,0,0,0,102.2,NA
32932,9753,B,41,6,TargetedShopper,0.15,0.07,0,0.22,0,0,0,0,0,4.1,NA
32933,3757,B,28,5,TargetedShopper,0.15,0.07,1,0.5,0,0,0,0,0,4.66666666666667,NA
32934,6995,B,94,6,DealHunter,0.18,0.07,0,0.22,0,0,0,0,0,9.4,NA
32935,3816,A,37,5,Explorer,0.05,0,0,0.2,0,0,0,0,0,3.08333333333333,NA
32936,8732,A,221,13,Explorer,0.05,0,0,0.36,0,0,0,0,0,47.8833333333333,NA
32937,2127,A,134,6,DealHunter,0.18,0,0,0.22,0,0,0,0,0,13.4,NA
32938,14326,B,37,1,Explorer,0.05,0.07,0,0.12,1,0.05,0,0,0,0.616666666666667,NA
32939,3139,B,65,5,Explorer,0.05,0.07,0,0.2,0,0,0,0,0,5.41666666666667,NA
32940,2892,B,44,3,DealHunter,0.18,0.07,1,0.46,0,0,0,0,0,4.4,NA
32941,9962,A,103,5,TargetedShopper,0.15,0,1,0.5,1,0.25,0,0,0,17.1666666666667,NA
32942,7134,B,28,5,DealHunter,0.18,0.07,1,0.5,0,0,0,0,0,4.66666666666667,NA
32943,9360,A,97,5,Explorer,0.05,0,0,0.2,0,0,0,0,0,8.08333333333333,NA
32944,8850,A,59,7,TargetedShopper,0.15,0,0,0.24,0,0,0,0,0,6.88333333333333,NA
32945,3649,A,32,1,DealHunter,0.18,0,0,0.12,0,0,0,0,0,0.533333333333333,NA
32946,1922,B,72,1,Explorer,0.05,0.07,0,0.12,0,0,0,0,0,1.2,NA
32947,10739,A,31,5,Explorer,0.05,0,0,0.2,0,0,0,0,0,2.58333333333333,NA
32948,10930,B,106,4,DealHunter,0.18,0.07,1,0.48,1,0.25,0,0,0,14.133333333333301,NA
32949,7724,B,46,6,DealHunter,0.18,0.07,0,0.22,1,0.05,0,0,0,4.6,NA
32950,1582,B,169,2,DealHunter,0.18,0.07,0,0.14,0,0,0,0,0,5.63333333333333,NA
32951,1138,B,17,3,Explorer,0.05,0.07,0,0.16,0,0,0,0,0,0.85,NA
32952,7374,A,46,4,HighIntent,0.3,0,0,0.18,0,0,0,0,0,3.06666666666667,NA
32953,6772,A,116,5,TargetedShopper,0.15,0,0,0.2,0,0,0,0,0,9.66666666666667,NA
32954,6939,B,51,2,DealHunter,0.18,0.07,0,0.14,0,0,0,0,0,1.7,NA
32955,12553,A,145,3,TargetedShopper,0.15,0,1,0.46,1,0.25,0,0,0,14.5,NA
32956,8119,A,30,4,TargetedShopper,0.15,0,0,0.18,0,0,0,0,0,2,NA
32957,10589,B,57,4,TargetedShopper,0.15,0.07,0,0.18,1,0.05,0,0,0,3.8,NA
32958,2460,A,31,4,TargetedShopper,0.15,0,0,0.18,0,0,0,0,0,2.06666666666667,NA
32959,6070,A,46,4,HighIntent,0.3,0,0,0.18,0,0,0,0,0,3.06666666666667,NA
32960,11477,A,26,4,Explorer,0.05,0,0,0.18,0,0,0,0,0,1.73333333333333,NA
32961,7563,A,207,1,DealHunter,0.18,0,0,0.12,1,0.05,0,0,0,3.45,NA
32962,5554,A,55,3,DealHunter,0.18,0,0,0.16,0,0,0,0,0,2.75,NA
32963,600,A,159,4,DealHunter,0.18,0,0,0.18,0,0,0,0,0,10.6,NA
32964,11529,A,126,6,Explorer,0.05,0,0,0.22,0,0,0,0,0,12.6,NA
32965,2435,A,54,5,DealHunter,0.18,0,0,0.2,0,0,0,0,0,4.5,NA
32966,6119,A,35,7,HighIntent,0.3,0,1,0.54,1,0.25,0,0,0,8.16666666666667,NA
32967,6647,B,99,5,DealHunter,0.18,0.07,0,0.2,0,0,0,0,0,8.25,NA
32968,7991,B,617,7,DealHunter,0.18,0.07,1,0.54,1,0.25,0,0,0,143.966666666667,NA
32969,14794,B,177,4,Explorer,0.05,0.07,0,0.18,1,0.05,0,0,0,11.8,NA
32970,12139,B,57,4,TargetedShopper,0.15,0.07,0,0.18,0,0,0,0,0,3.8,NA
32971,11291,A,33,5,TargetedShopper,0.15,0,1,0.5,1,0.25,0,0,0,5.5,NA
32972,2107,A,73,6,TargetedShopper,0.15,0,0,0.22,0,0,0,0,0,7.3,NA
32973,8160,A,59,2,Explorer,0.05,0,0,0.14,0,0,0,0,0,1.96666666666667,NA
32974,898,A,98,5,HighIntent,0.3,0,0,0.2,1,0.05,0,0,0,8.16666666666667,NA
32975,14946,B,27,3,TargetedShopper,0.15,0.07,0,0.16,1,0.05,0,0,0,1.35,NA
32976,13872,A,19,0,TargetedShopper,0.15,0,0,0.1,0,0,0,0,0,0,NA
32977,10906,A,97,2,DealHunter,0.18,0,0,0.14,0,0,0,0,0,3.23333333333333,NA
32978,4594,A,93,7,DealHunter,0.18,0,1,0.54,1,0.25,0,0,0,21.7,NA
32979,12328,A,22,5,TargetedShopper,0.15,0,0,0.2,0,0,0,0,0,1.83333333333333,NA
32980,14006,B,25,6,TargetedShopper,0.15,0.07,0,0.22,0,0,0,0,0,2.5,NA
32981,248,B,56,5,Explorer,0.05,0.07,0,0.2,1,0.05,0,0,0,4.66666666666667,NA
32982,5835,B,15,7,HighIntent,0.3,0.07,0,0.24,0,0,0,0,0,1.75,NA
32983,14422,A,202,3,Explorer,0.05,0,0,0.16,0,0,0,0,0,10.1,NA
32984,169,B,72,5,TargetedShopper,0.15,0.07,0,0.2,0,0,0,0,0,6,NA
32985,9725,A,26,4,TargetedShopper,0.15,0,0,0.18,1,0.05,0,0,0,1.73333333333333,NA
32986,10851,A,74,8,Explorer,0.05,0,0,0.26,0,0,0,0,0,9.86666666666667,NA
32987,6349,A,91,9,HighIntent,0.3,0,0,0.28,1,0.05,0,0,0,13.65,NA
32988,1552,B,49,7,Explorer,0.05,0.07,0,0.24,1,0.05,0,0,0,5.71666666666667,NA
32989,2506,B,64,5,TargetedShopper,0.15,0.07,0,0.2,0,0,0,0,0,5.33333333333333,NA
32990,10101,A,40,5,Explorer,0.05,0,0,0.2,0,0,0,0,0,3.33333333333333,NA
32991,11120,A,108,8,HighIntent,0.3,0,0,0.26,1,0.05,0,0,0,14.4,NA
32992,5267,B,78,6,HighIntent,0.3,0.07,0,0.22,0,0,0,0,0,7.8,NA
32993,373,B,253,7,DealHunter,0.18,0.07,1,0.54,1,0.25,1,0.32,0,59.0333333333333,NA
32994,10508,B,540,6,Explorer,0.05,0.07,0,0.22,0,0,0,0,0,54,NA
32995,14873,A,138,6,Explorer,0.05,0,0,0.22,0,0,0,0,0,13.8,NA
32996,3915,B,69,11,Explorer,0.05,0.07,0,0.32,0,0,0,0,0,12.65,NA
32997,6105,A,58,6,DealHunter,0.18,0,0,0.22,0,0,0,0,0,5.8,NA
32998,8195,B,32,2,Explorer,0.05,0.07,1,0.44,0,0,0,0,0,2.13333333333333,NA
32999,12698,A,140,9,TargetedShopper,0.15,0,0,0.28,0,0,0,0,0,21,NA
33000,9593,B,165,5,HighIntent,0.3,0.07,0,0.2,1,0.05,0,0,0,13.75,NA
33001,5751,A,75,7,HighIntent,0.3,0,0,0.24,0,0,0,0,0,8.75,NA
33002,14512,B,64,5,HighIntent,0.3,0.07,0,0.2,0,0,0,0,0,5.33333333333333,NA
33003,3405,B,37,5,Explorer,0.05,0.07,0,0.2,1,0.05,0,0,0,3.08333333333333,NA
33004,12421,A,285,5,TargetedShopper,0.15,0,0,0.2,0,0,0,0,0,23.75,NA
33005,13274,B,501,4,DealHunter,0.18,0.07,0,0.18,1,0.05,0,0,0,33.4,NA
33006,6237,B,118,5,Explorer,0.05,0.07,0,0.2,0,0,0,0,0,9.83333333333333,NA
33007,5406,B,300,6,Explorer,0.05,0.07,0,0.22,0,0,0,0,0,30,NA
33008,13850,B,136,8,Explorer,0.05,0.07,0,0.26,0,0,0,0,0,18.1333333333333,NA
33009,6555,A,110,6,Explorer,0.05,0,0,0.22,0,0,0,0,0,11,NA
33010,7463,A,126,6,Explorer,0.05,0,0,0.22,0,0,0,0,0,12.6,NA
33011,4257,A,268,2,TargetedShopper,0.15,0,0,0.14,0,0,0,0,0,8.93333333333333,NA
33012,24,A,147,3,DealHunter,0.18,0,0,0.16,0,0,0,0,0,7.35,NA
33013,8925,B,35,7,Explorer,0.05,0.07,0,0.24,0,0,0,0,0,4.08333333333333,NA
33014,9817,B,149,5,TargetedShopper,0.15,0.07,1,0.5,0,0,0,0,0,24.8333333333333,NA
33015,11791,A,88,9,TargetedShopper,0.15,0,0,0.28,0,0,0,0,0,13.2,NA
33016,5551,B,74,4,TargetedShopper,0.15,0.07,0,0.18,0,0,0,0,0,4.93333333333333,NA
33017,13290,B,125,2,TargetedShopper,0.15,0.07,0,0.14,1,0.05,0,0,0,4.16666666666667,NA
33018,13575,B,209,6,TargetedShopper,0.15,0.07,0,0.22,0,0,0,0,0,20.9,NA
33019,5128,A,188,5,TargetedShopper,0.15,0,0,0.2,0,0,0,0,0,15.6666666666667,NA
33020,13598,A,80,2,TargetedShopper,0.15,0,1,0.44,1,0.25,0,0,0,5.33333333333333,NA
33021,13904,B,230,3,HighIntent,0.3,0.07,1,0.46,1,0.25,0,0,0,23,NA
33022,1407,B,96,8,DealHunter,0.18,0.07,0,0.26,0,0,0,0,0,12.8,NA
33023,8919,A,203,2,HighIntent,0.3,0,0,0.14,0,0,0,0,0,6.76666666666667,NA
33024,8913,A,90,3,Explorer,0.05,0,0,0.16,0,0,0,0,0,4.5,NA
33025,5340,A,74,2,TargetedShopper,0.15,0,0,0.14,0,0,0,0,0,2.46666666666667,NA
33026,5895,B,423,6,TargetedShopper,0.15,0.07,0,0.22,0,0,0,0,0,42.3,NA
33027,13784,A,16,2,Explorer,0.05,0,0,0.14,1,0.05,0,0,0,0.533333333333333,NA
33028,12904,A,50,5,TargetedShopper,0.15,0,0,0.2,0,0,0,0,0,4.16666666666667,NA
33029,7885,A,112,7,DealHunter,0.18,0,0,0.24,0,0,0,0,0,13.0666666666667,NA
33030,11126,A,46,5,DealHunter,0.18,0,0,0.2,0,0,0,0,0,3.83333333333333,NA
33031,9693,A,14,9,DealHunter,0.18,0,0,0.28,0,0,0,0,0,2.1,NA
33032,12147,B,26,2,Explorer,0.05,0.07,0,0.14,0,0,0,0,0,0.866666666666667,NA
33033,4675,B,58,6,Explorer,0.05,0.07,0,0.22,1,0.05,0,0,0,5.8,NA
33034,7273,B,33,9,Explorer,0.05,0.07,0,0.28,0,0,0,0,0,4.95,NA
33035,771,A,30,3,Explorer,0.05,0,0,0.16,0,0,0,0,0,1.5,NA
33036,5885,A,34,12,DealHunter,0.18,0,0,0.34,1,0.05,0,0,0,6.8,NA
33037,2252,A,50,4,Explorer,0.05,0,0,0.18,0,0,0,0,0,3.33333333333333,NA
33038,14573,A,83,2,HighIntent,0.3,0,1,0.44,0,0,0,0,0,5.53333333333333,NA
33039,6004,B,101,5,DealHunter,0.18,0.07,0,0.2,0,0,0,0,0,8.41666666666667,NA
33040,14264,B,123,9,DealHunter,0.18,0.07,0,0.28,0,0,0,0,0,18.45,NA
33041,12345,A,58,5,DealHunter,0.18,0,0,0.2,0,0,0,0,0,4.83333333333333,NA
33042,12142,A,27,1,Explorer,0.05,0,0,0.12,0,0,0,0,0,0.45,NA
33043,1633,B,60,8,TargetedShopper,0.15,0.07,0,0.26,0,0,0,0,0,8,NA
33044,5506,B,74,3,DealHunter,0.18,0.07,0,0.16,0,0,0,0,0,3.7,NA
33045,8910,B,9,4,TargetedShopper,0.15,0.07,0,0.18,0,0,0,0,0,0.6,NA
33046,1654,A,130,8,DealHunter,0.18,0,0,0.26,0,0,0,0,0,17.3333333333333,NA
33047,547,B,58,3,DealHunter,0.18,0.07,0,0.16,0,0,0,0,0,2.9,NA
33048,11663,B,170,5,HighIntent,0.3,0.07,0,0.2,1,0.05,0,0,0,14.1666666666667,NA
33049,8873,A,52,2,TargetedShopper,0.15,0,0,0.14,0,0,0,0,0,1.73333333333333,NA
33050,8384,A,66,6,HighIntent,0.3,0,0,0.22,1,0.05,0,0,0,6.6,NA
33051,8142,A,131,3,TargetedShopper,0.15,0,0,0.16,0,0,0,0,0,6.55,NA
33052,9057,B,116,5,DealHunter,0.18,0.07,0,0.2,0,0,0,0,0,9.66666666666667,NA
33053,13760,B,149,5,Explorer,0.05,0.07,0,0.2,0,0,0,0,0,12.4166666666667,NA
33054,11893,B,12,8,TargetedShopper,0.15,0.07,0,0.26,0,0,0,0,0,1.6,NA
33055,9137,A,50,10,TargetedShopper,0.15,0,0,0.3,1,0.05,0,0,0,8.33333333333333,NA
33056,11092,B,46,5,Explorer,0.05,0.07,0,0.2,1,0.05,0,0,0,3.83333333333333,NA
33057,9241,B,75,2,TargetedShopper,0.15,0.07,0,0.14,0,0,0,0,0,2.5,NA
33058,3084,B,49,5,HighIntent,0.3,0.07,1,0.5,1,0.25,0,0,0,8.16666666666667,NA
33059,10850,B,32,2,DealHunter,0.18,0.07,0,0.14,1,0.05,0,0,0,1.06666666666667,NA
33060,10046,B,132,8,TargetedShopper,0.15,0.07,0,0.26,0,0,0,0,0,17.6,NA
33061,700,B,20,7,Explorer,0.05,0.07,0,0.24,0,0,0,0,0,2.33333333333333,NA
33062,2705,A,29,5,DealHunter,0.18,0,0,0.2,0,0,0,0,0,2.41666666666667,NA
33063,723,B,83,8,Explorer,0.05,0.07,0,0.26,0,0,0,0,0,11.0666666666667,NA
33064,12650,A,42,3,TargetedShopper,0.15,0,0,0.16,0,0,0,0,0,2.1,NA
33065,7293,B,145,3,TargetedShopper,0.15,0.07,1,0.46,0,0,0,0,0,14.5,NA
33066,11420,A,47,11,TargetedShopper,0.15,0,0,0.32,1,0.05,0,0,0,8.61666666666667,NA
33067,12005,B,71,6,DealHunter,0.18,0.07,0,0.22,0,0,0,0,0,7.1,NA
33068,4997,A,85,10,Explorer,0.05,0,0,0.3,0,0,0,0,0,14.1666666666667,NA
33069,4403,B,208,6,DealHunter,0.18,0.07,1,0.52,1,0.25,1,0.32,0,41.6,NA
33070,1303,B,25,4,TargetedShopper,0.15,0.07,0,0.18,0,0,0,0,0,1.66666666666667,NA
33071,5721,B,10,2,TargetedShopper,0.15,0.07,0,0.14,0,0,0,0,0,0.333333333333333,NA
33072,6181,B,215,4,HighIntent,0.3,0.07,1,0.48,1,0.25,0,0,0,28.6666666666667,NA
33073,11218,B,85,4,DealHunter,0.18,0.07,0,0.18,0,0,0,0,0,5.66666666666667,NA
33074,11042,A,156,5,HighIntent,0.3,0,0,0.2,0,0,0,0,0,13,NA
33075,7132,B,76,4,DealHunter,0.18,0.07,0,0.18,1,0.05,0,0,0,5.06666666666667,NA
33076,11428,A,56,6,TargetedShopper,0.15,0,0,0.22,0,0,0,0,0,5.6,NA
33077,5056,A,189,8,Explorer,0.05,0,0,0.26,1,0.05,0,0,0,25.2,NA
33078,12897,B,27,6,Explorer,0.05,0.07,0,0.22,0,0,0,0,0,2.7,NA
33079,8377,A,47,3,Explorer,0.05,0,0,0.16,0,0,0,0,0,2.35,NA
33080,1434,B,47,6,Explorer,0.05,0.07,0,0.22,0,0,0,0,0,4.7,NA
33081,11435,A,39,2,TargetedShopper,0.15,0,0,0.14,0,0,0,0,0,1.3,NA
33082,3203,B,73,5,TargetedShopper,0.15,0.07,0,0.2,1,0.05,1,0.02,1,6.08333333333333,60.9206920729484
33083,664,A,125,4,HighIntent,0.3,0,0,0.18,0,0,0,0,0,8.33333333333333,NA
33084,6264,B,121,7,Explorer,0.05,0.07,0,0.24,0,0,0,0,0,14.1166666666667,NA
33085,13657,A,41,6,TargetedShopper,0.15,0,0,0.22,0,0,0,0,0,4.1,NA
33086,13626,A,54,7,TargetedShopper,0.15,0,0,0.24,0,0,0,0,0,6.3,NA
33087,12586,A,53,4,DealHunter,0.18,0,0,0.18,0,0,0,0,0,3.53333333333333,NA
33088,2593,B,190,9,Explorer,0.05,0.07,0,0.28,0,0,0,0,0,28.5,NA
33089,4887,A,34,3,Explorer,0.05,0,0,0.16,1,0.05,1,0.02,0,1.7,NA
33090,8293,A,90,8,Explorer,0.05,0,0,0.26,0,0,0,0,0,12,NA
33091,3284,A,43,6,TargetedShopper,0.15,0,0,0.22,0,0,0,0,0,4.3,NA
33092,10842,B,23,3,TargetedShopper,0.15,0.07,0,0.16,0,0,0,0,0,1.15,NA
33093,5542,A,93,6,Explorer,0.05,0,0,0.22,0,0,0,0,0,9.3,NA
33094,2014,A,138,6,TargetedShopper,0.15,0,1,0.52,1,0.25,0,0,0,27.6,NA
33095,8340,B,131,5,Explorer,0.05,0.07,0,0.2,0,0,0,0,0,10.9166666666667,NA
33096,13343,B,105,3,Explorer,0.05,0.07,0,0.16,0,0,0,0,0,5.25,NA
33097,14205,B,138,9,Explorer,0.05,0.07,0,0.28,0,0,0,0,0,20.7,NA
33098,2030,B,59,7,DealHunter,0.18,0.07,0,0.24,1,0.05,0,0,0,6.88333333333333,NA
33099,11330,A,205,9,Explorer,0.05,0,0,0.28,0,0,0,0,0,30.75,NA
33100,8552,B,52,3,Explorer,0.05,0.07,0,0.16,0,0,0,0,0,2.6,NA
33101,4356,B,32,6,TargetedShopper,0.15,0.07,0,0.22,0,0,0,0,0,3.2,NA
33102,5366,A,11,2,Explorer,0.05,0,0,0.14,0,0,0,0,0,0.366666666666667,NA
33103,7393,A,64,4,Explorer,0.05,0,0,0.18,0,0,0,0,0,4.26666666666667,NA
33104,12815,A,128,6,DealHunter,0.18,0,0,0.22,0,0,0,0,0,12.8,NA
33105,7799,A,50,1,DealHunter,0.18,0,0,0.12,1,0.05,0,0,0,0.833333333333333,NA
33106,2444,A,29,4,TargetedShopper,0.15,0,0,0.18,0,0,0,0,0,1.93333333333333,NA
33107,1530,A,34,3,DealHunter,0.18,0,0,0.16,0,0,0,0,0,1.7,NA
33108,200,B,104,3,Explorer,0.05,0.07,1,0.46,0,0,0,0,0,10.4,NA
33109,4476,B,28,1,TargetedShopper,0.15,0.07,0,0.12,0,0,0,0,0,0.466666666666667,NA
33110,5939,B,18,7,DealHunter,0.18,0.07,0,0.24,0,0,0,0,0,2.1,NA
33111,3965,B,118,8,Explorer,0.05,0.07,0,0.26,0,0,0,0,0,15.7333333333333,NA
33112,14472,A,68,3,Explorer,0.05,0,0,0.16,0,0,0,0,0,3.4,NA
33113,6561,A,97,4,Explorer,0.05,0,0,0.18,0,0,0,0,0,6.46666666666667,NA
33114,9611,B,67,6,HighIntent,0.3,0.07,0,0.22,1,0.05,0,0,0,6.7,NA
33115,4756,A,158,5,TargetedShopper,0.15,0,0,0.2,0,0,0,0,0,13.1666666666667,NA
33116,5855,B,36,5,TargetedShopper,0.15,0.07,0,0.2,0,0,0,0,0,3,NA
33117,10925,B,99,4,HighIntent,0.3,0.07,1,0.48,1,0.25,1,0.32,1,13.2,40.3709304153454
33118,13597,B,127,5,Explorer,0.05,0.07,0,0.2,0,0,0,0,0,10.5833333333333,NA
33119,2547,B,130,3,Explorer,0.05,0.07,0,0.16,0,0,0,0,0,6.5,NA
33120,3978,B,218,5,TargetedShopper,0.15,0.07,0,0.2,0,0,0,0,0,18.1666666666667,NA
33121,6011,B,93,7,TargetedShopper,0.15,0.07,0,0.24,0,0,0,0,0,10.85,NA
33122,1773,B,41,5,DealHunter,0.18,0.07,0,0.2,0,0,0,0,0,3.41666666666667,NA
33123,14967,A,97,2,TargetedShopper,0.15,0,0,0.14,1,0.05,0,0,0,3.23333333333333,NA
33124,7408,B,35,10,DealHunter,0.18,0.07,1,0.6,0,0,0,0,0,11.6666666666667,NA
33125,2275,A,59,9,Explorer,0.05,0,0,0.28,1,0.05,0,0,0,8.85,NA
33126,14738,B,34,8,HighIntent,0.3,0.07,0,0.26,1,0.05,0,0,0,4.53333333333333,NA
33127,3279,A,27,6,Explorer,0.05,0,0,0.22,0,0,0,0,0,2.7,NA
33128,251,B,44,2,TargetedShopper,0.15,0.07,0,0.14,0,0,0,0,0,1.46666666666667,NA
33129,9724,B,31,8,Explorer,0.05,0.07,1,0.56,1,0.25,0,0,0,8.26666666666667,NA
33130,3648,A,318,7,TargetedShopper,0.15,0,0,0.24,0,0,0,0,0,37.1,NA
33131,8052,B,275,5,DealHunter,0.18,0.07,0,0.2,1,0.05,0,0,0,22.9166666666667,NA
33132,9756,B,94,7,DealHunter,0.18,0.07,0,0.24,0,0,0,0,0,10.9666666666667,NA
