session_id,user_id,variant,session_duration,pages_visited,persona,base_interact,variant_boost,interacted_with_panel,p_engage,engaged,p_add,added_to_cart,p_conv,converted,engagement_score,time_to_conversion,session_depth,engagement_level,visited,add_to_cart,conversion
22322,953,B,42,7,TargetedShopper,0.15,0.07,0,0.24,1,0.05,0,0,0,4.9,NA,7,Low,1,0,0
22323,14467,A,103,5,DealHunter,0.18,0,0,0.2,0,0,0,0,0,8.58333333333333,NA,5,Low,1,0,0
22324,14766,A,52,3,TargetedShopper,0.15,0,0,0.16,0,0,0,0,0,2.6,NA,3,Low,1,0,0
22325,12649,A,64,5,Explorer,0.05,0,0,0.2,1,0.05,0,0,0,5.33333333333333,NA,5,Low,1,0,0
22326,6727,A,40,3,TargetedShopper,0.15,0,0,0.16,0,0,0,0,0,2,NA,3,Low,1,0,0
22327,2458,B,66,8,Explorer,0.05,0.07,0,0.26,0,0,0,0,0,8.8,NA,8,Low,1,0,0
22328,7049,A,151,5,DealHunter,0.18,0,0,0.2,0,0,0,0,0,12.5833333333333,NA,5,Low,1,0,0
22329,13237,A,481,12,HighIntent,0.3,0,1,0.64,1,0.25,0,0,0,192.4,NA,24,High,1,0,0
22330,10097,A,120,2,Explorer,0.05,0,0,0.14,0,0,0,0,0,4,NA,2,Low,1,0,0
22331,5724,A,48,5,Explorer,0.05,0,0,0.2,0,0,0,0,0,4,NA,5,Low,1,0,0
22332,5850,B,92,8,Explorer,0.05,0.07,0,0.26,0,0,0,0,0,12.2666666666667,NA,8,Low,1,0,0
22333,522,B,160,6,Explorer,0.05,0.07,0,0.22,0,0,0,0,0,16,NA,6,Low,1,0,0
22334,12885,B,19,6,TargetedShopper,0.15,0.07,0,0.22,1,0.05,0,0,0,1.9,NA,6,Low,1,0,0
22335,11566,B,95,1,TargetedShopper,0.15,0.07,0,0.12,0,0,0,0,0,1.58333333333333,NA,1,Low,1,0,0
22336,11415,B,53,3,Explorer,0.05,0.07,0,0.16,0,0,0,0,0,2.65,NA,3,Low,1,0,0
22337,1901,B,141,8,Explorer,0.05,0.07,0,0.26,1,0.05,0,0,0,18.8,NA,8,Low,1,0,0
22338,11339,A,36,4,Explorer,0.05,0,0,0.18,0,0,0,0,0,2.4,NA,4,Low,1,0,0
22339,1329,A,20,7,Explorer,0.05,0,0,0.24,0,0,0,0,0,2.33333333333333,NA,7,Low,1,0,0
22340,11093,A,76,3,Explorer,0.05,0,0,0.16,0,0,0,0,0,3.8,NA,3,Low,1,0,0
22341,5208,B,199,1,Explorer,0.05,0.07,0,0.12,0,0,0,0,0,3.31666666666667,NA,1,Low,1,0,0
22342,13112,B,46,4,Explorer,0.05,0.07,0,0.18,0,0,0,0,0,3.06666666666667,NA,4,Low,1,0,0
22343,6755,B,123,4,DealHunter,0.18,0.07,1,0.48,0,0,0,0,0,16.4,NA,8,Low,1,0,0
22344,12050,B,345,7,TargetedShopper,0.15,0.07,0,0.24,0,0,0,0,0,40.25,NA,7,Low,1,0,0
22345,7444,A,32,10,TargetedShopper,0.15,0,1,0.6,1,0.25,0,0,0,10.6666666666667,NA,20,Low,1,0,0
22346,2778,A,136,4,DealHunter,0.18,0,0,0.18,0,0,0,0,0,9.06666666666667,NA,4,Low,1,0,0
22347,1319,A,52,3,DealHunter,0.18,0,0,0.16,0,0,0,0,0,2.6,NA,3,Low,1,0,0
22348,11307,A,24,3,HighIntent,0.3,0,1,0.46,0,0,0,0,0,2.4,NA,6,Low,1,0,0
22349,2531,A,142,5,TargetedShopper,0.15,0,0,0.2,0,0,0,0,0,11.8333333333333,NA,5,Low,1,0,0
22350,12603,A,68,5,HighIntent,0.3,0,1,0.5,1,0.25,0,0,0,11.3333333333333,NA,10,Low,1,0,0
22351,9022,A,200,5,DealHunter,0.18,0,0,0.2,0,0,0,0,0,16.6666666666667,NA,5,Low,1,0,0
22352,2464,A,148,3,TargetedShopper,0.15,0,0,0.16,0,0,0,0,0,7.4,NA,3,Low,1,0,0
22353,8154,A,95,4,TargetedShopper,0.15,0,0,0.18,0,0,0,0,0,6.33333333333333,NA,4,Low,1,0,0
22354,3560,B,123,3,DealHunter,0.18,0.07,0,0.16,0,0,0,0,0,6.15,NA,3,Low,1,0,0
22355,11099,B,109,4,Explorer,0.05,0.07,0,0.18,0,0,0,0,0,7.26666666666667,NA,4,Low,1,0,0
22356,11204,A,85,7,TargetedShopper,0.15,0,0,0.24,1,0.05,1,0.02,0,9.91666666666667,NA,7,Low,1,1,0
22357,1858,A,18,5,Explorer,0.05,0,0,0.2,0,0,0,0,0,1.5,NA,5,Low,1,0,0
22358,156,B,26,6,TargetedShopper,0.15,0.07,0,0.22,0,0,0,0,0,2.6,NA,6,Low,1,0,0
22359,6925,A,89,0,Explorer,0.05,0,0,0.1,0,0,0,0,0,0,NA,0,Low,1,0,0
22360,188,A,85,8,HighIntent,0.3,0,0,0.26,1,0.05,0,0,0,11.3333333333333,NA,8,Low,1,0,0
22361,2104,B,86,7,Explorer,0.05,0.07,0,0.24,0,0,0,0,0,10.0333333333333,NA,7,Low,1,0,0
22362,14120,A,112,5,TargetedShopper,0.15,0,0,0.2,0,0,0,0,0,9.33333333333333,NA,5,Low,1,0,0
22363,10488,B,190,5,TargetedShopper,0.15,0.07,0,0.2,0,0,0,0,0,15.8333333333333,NA,5,Low,1,0,0
22364,5577,B,18,3,TargetedShopper,0.15,0.07,0,0.16,0,0,0,0,0,0.9,NA,3,Low,1,0,0
22365,11845,A,46,3,DealHunter,0.18,0,0,0.16,1,0.05,0,0,0,2.3,NA,3,Low,1,0,0
22366,2350,A,51,3,Explorer,0.05,0,0,0.16,0,0,0,0,0,2.55,NA,3,Low,1,0,0
22367,1344,B,134,6,DealHunter,0.18,0.07,0,0.22,0,0,0,0,0,13.4,NA,6,Low,1,0,0
22368,5483,A,194,3,Explorer,0.05,0,0,0.16,0,0,0,0,0,9.7,NA,3,Low,1,0,0
22369,9152,A,80,4,Explorer,0.05,0,0,0.18,0,0,0,0,0,5.33333333333333,NA,4,Low,1,0,0
22370,14042,A,83,3,TargetedShopper,0.15,0,0,0.16,0,0,0,0,0,4.15,NA,3,Low,1,0,0
22371,13343,B,138,5,Explorer,0.05,0.07,0,0.2,0,0,0,0,0,11.5,NA,5,Low,1,0,0
22372,9474,B,236,5,Explorer,0.05,0.07,0,0.2,0,0,0,0,0,19.6666666666667,NA,5,Low,1,0,0
22373,1141,B,92,4,TargetedShopper,0.15,0.07,0,0.18,0,0,0,0,0,6.13333333333333,NA,4,Low,1,0,0
22374,11397,B,89,6,Explorer,0.05,0.07,1,0.52,1,0.25,0,0,0,17.8,NA,12,Low,1,0,0
22375,14180,A,75,2,TargetedShopper,0.15,0,0,0.14,0,0,0,0,0,2.5,NA,2,Low,1,0,0
22376,3502,B,81,6,DealHunter,0.18,0.07,0,0.22,0,0,0,0,0,8.1,NA,6,Low,1,0,0
22377,12251,B,32,6,Explorer,0.05,0.07,0,0.22,0,0,0,0,0,3.2,NA,6,Low,1,0,0
22378,14385,A,124,2,Explorer,0.05,0,0,0.14,0,0,0,0,0,4.13333333333333,NA,2,Low,1,0,0
22379,5690,B,30,2,TargetedShopper,0.15,0.07,0,0.14,0,0,0,0,0,1,NA,2,Low,1,0,0
22380,14622,B,163,2,DealHunter,0.18,0.07,0,0.14,0,0,0,0,0,5.43333333333333,NA,2,Low,1,0,0
22381,962,B,20,5,TargetedShopper,0.15,0.07,0,0.2,0,0,0,0,0,1.66666666666667,NA,5,Low,1,0,0
22382,9463,B,42,5,HighIntent,0.3,0.07,0,0.2,0,0,0,0,0,3.5,NA,5,Low,1,0,0
22383,4732,B,346,6,TargetedShopper,0.15,0.07,0,0.22,0,0,0,0,0,34.6,NA,6,Low,1,0,0
22384,3896,B,159,6,TargetedShopper,0.15,0.07,0,0.22,0,0,0,0,0,15.9,NA,6,Low,1,0,0
22385,9329,B,81,8,TargetedShopper,0.15,0.07,1,0.56,0,0,0,0,0,21.6,NA,16,Low,1,0,0
22386,3867,B,47,5,TargetedShopper,0.15,0.07,0,0.2,1,0.05,0,0,0,3.91666666666667,NA,5,Low,1,0,0
22387,9235,A,138,6,Explorer,0.05,0,0,0.22,0,0,0,0,0,13.8,NA,6,Low,1,0,0
22388,7672,A,112,10,TargetedShopper,0.15,0,1,0.6,0,0,0,0,0,37.3333333333333,NA,20,Low,1,0,0
22389,4659,B,51,5,TargetedShopper,0.15,0.07,0,0.2,1,0.05,0,0,0,4.25,NA,5,Low,1,0,0
22390,10757,A,229,12,HighIntent,0.3,0,1,0.64,0,0,0,0,0,91.6,NA,24,Medium,1,0,0
22391,5082,B,142,3,DealHunter,0.18,0.07,0,0.16,0,0,0,0,0,7.1,NA,3,Low,1,0,0
22392,1568,B,331,2,Explorer,0.05,0.07,0,0.14,1,0.05,0,0,0,11.0333333333333,NA,2,Low,1,0,0
22393,6369,A,117,6,Explorer,0.05,0,0,0.22,0,0,0,0,0,11.7,NA,6,Low,1,0,0
22394,13048,B,76,1,Explorer,0.05,0.07,0,0.12,0,0,0,0,0,1.26666666666667,NA,1,Low,1,0,0
22395,10959,A,123,6,DealHunter,0.18,0,0,0.22,1,0.05,0,0,0,12.3,NA,6,Low,1,0,0
22396,8940,A,11,4,DealHunter,0.18,0,0,0.18,1,0.05,0,0,0,0.733333333333333,NA,4,Low,1,0,0
22397,2312,A,25,3,DealHunter,0.18,0,0,0.16,0,0,0,0,0,1.25,NA,3,Low,1,0,0
22398,7444,A,287,9,TargetedShopper,0.15,0,1,0.58,1,0.25,0,0,0,86.1,NA,18,Medium,1,0,0
22399,3322,B,325,7,Explorer,0.05,0.07,0,0.24,1,0.05,0,0,0,37.9166666666667,NA,7,Low,1,0,0
22400,3505,B,58,2,Explorer,0.05,0.07,0,0.14,0,0,0,0,0,1.93333333333333,NA,2,Low,1,0,0
22401,12253,B,33,9,HighIntent,0.3,0.07,0,0.28,0,0,0,0,0,4.95,NA,9,Low,1,0,0
22402,11242,A,102,4,DealHunter,0.18,0,0,0.18,0,0,0,0,0,6.8,NA,4,Low,1,0,0
22403,2794,B,13,5,DealHunter,0.18,0.07,0,0.2,0,0,0,0,0,1.08333333333333,NA,5,Low,1,0,0
22404,10292,A,151,4,DealHunter,0.18,0,0,0.18,1,0.05,0,0,0,10.0666666666667,NA,4,Low,1,0,0
22405,2552,A,302,3,HighIntent,0.3,0,0,0.16,0,0,0,0,0,15.1,NA,3,Low,1,0,0
22406,4534,A,149,5,DealHunter,0.18,0,0,0.2,0,0,0,0,0,12.4166666666667,NA,5,Low,1,0,0
22407,6030,A,79,4,Explorer,0.05,0,0,0.18,0,0,0,0,0,5.26666666666667,NA,4,Low,1,0,0
22408,11947,A,15,7,Explorer,0.05,0,0,0.24,0,0,0,0,0,1.75,NA,7,Low,1,0,0
22409,11983,B,44,3,Explorer,0.05,0.07,0,0.16,0,0,0,0,0,2.2,NA,3,Low,1,0,0
22410,7258,B,86,1,DealHunter,0.18,0.07,0,0.12,0,0,0,0,0,1.43333333333333,NA,1,Low,1,0,0
22411,4205,B,59,7,DealHunter,0.18,0.07,0,0.24,0,0,0,0,0,6.88333333333333,NA,7,Low,1,0,0
22412,13097,B,208,6,TargetedShopper,0.15,0.07,0,0.22,0,0,0,0,0,20.8,NA,6,Low,1,0,0
22413,13244,B,35,5,HighIntent,0.3,0.07,1,0.5,1,0.25,1,0.32,1,5.83333333333333,33.9603269833606,10,Low,1,1,1
22414,8520,A,234,7,TargetedShopper,0.15,0,1,0.54,1,0.25,0,0,0,54.6,NA,14,Medium,1,0,0
22415,14480,B,94,5,Explorer,0.05,0.07,1,0.5,0,0,0,0,0,15.6666666666667,NA,10,Low,1,0,0
22416,2117,A,156,5,DealHunter,0.18,0,0,0.2,0,0,0,0,0,13,NA,5,Low,1,0,0
22417,300,A,41,8,DealHunter,0.18,0,0,0.26,0,0,0,0,0,5.46666666666667,NA,8,Low,1,0,0
22418,11975,A,161,4,DealHunter,0.18,0,1,0.48,0,0,0,0,0,21.4666666666667,NA,8,Low,1,0,0
22419,9709,B,36,9,Explorer,0.05,0.07,0,0.28,0,0,0,0,0,5.4,NA,9,Low,1,0,0
22420,12064,B,19,2,Explorer,0.05,0.07,0,0.14,0,0,0,0,0,0.633333333333333,NA,2,Low,1,0,0
22421,12813,A,23,8,TargetedShopper,0.15,0,1,0.56,1,0.25,0,0,0,6.13333333333333,NA,16,Low,1,0,0
22422,10232,A,55,5,Explorer,0.05,0,0,0.2,0,0,0,0,0,4.58333333333333,NA,5,Low,1,0,0
22423,13969,A,92,7,TargetedShopper,0.15,0,0,0.24,1,0.05,0,0,0,10.7333333333333,NA,7,Low,1,0,0
22424,9741,A,152,6,HighIntent,0.3,0,1,0.52,0,0,0,0,0,30.4,NA,12,Low,1,0,0
22425,2169,B,243,4,Explorer,0.05,0.07,1,0.48,0,0,0,0,0,32.4,NA,8,Low,1,0,0
22426,52,B,60,6,DealHunter,0.18,0.07,0,0.22,0,0,0,0,0,6,NA,6,Low,1,0,0
22427,3922,A,391,3,DealHunter,0.18,0,0,0.16,0,0,0,0,0,19.55,NA,3,Low,1,0,0
22428,13852,A,35,6,Explorer,0.05,0,0,0.22,1,0.05,0,0,0,3.5,NA,6,Low,1,0,0
22429,115,B,81,6,Explorer,0.05,0.07,0,0.22,0,0,0,0,0,8.1,NA,6,Low,1,0,0
22430,1578,B,53,5,DealHunter,0.18,0.07,1,0.5,1,0.25,0,0,0,8.83333333333333,NA,10,Low,1,0,0
22431,14130,A,77,4,TargetedShopper,0.15,0,0,0.18,1,0.05,0,0,0,5.13333333333333,NA,4,Low,1,0,0
22432,10896,B,53,6,HighIntent,0.3,0.07,0,0.22,0,0,0,0,0,5.3,NA,6,Low,1,0,0
22433,11356,B,39,8,TargetedShopper,0.15,0.07,0,0.26,0,0,0,0,0,5.2,NA,8,Low,1,0,0
22434,9617,A,45,0,Explorer,0.05,0,0,0.1,1,0.05,0,0,0,0,NA,0,Low,1,0,0
22435,9552,A,54,5,TargetedShopper,0.15,0,1,0.5,0,0,0,0,0,9,NA,10,Low,1,0,0
22436,1150,A,66,3,TargetedShopper,0.15,0,0,0.16,0,0,0,0,0,3.3,NA,3,Low,1,0,0
22437,10326,B,42,3,Explorer,0.05,0.07,0,0.16,1,0.05,0,0,0,2.1,NA,3,Low,1,0,0
22438,3368,A,78,2,DealHunter,0.18,0,1,0.44,1,0.25,0,0,0,5.2,NA,4,Low,1,0,0
22439,5339,B,24,2,Explorer,0.05,0.07,0,0.14,0,0,0,0,0,0.8,NA,2,Low,1,0,0
22440,8507,A,116,3,Explorer,0.05,0,0,0.16,0,0,0,0,0,5.8,NA,3,Low,1,0,0
22441,5744,B,32,5,TargetedShopper,0.15,0.07,0,0.2,0,0,0,0,0,2.66666666666667,NA,5,Low,1,0,0
22442,3950,B,166,2,DealHunter,0.18,0.07,1,0.44,0,0,0,0,0,11.0666666666667,NA,4,Low,1,0,0
22443,9376,A,92,7,HighIntent,0.3,0,1,0.54,0,0,0,0,0,21.4666666666667,NA,14,Low,1,0,0
22444,8141,B,66,8,TargetedShopper,0.15,0.07,0,0.26,0,0,0,0,0,8.8,NA,8,Low,1,0,0
22445,13664,B,109,1,TargetedShopper,0.15,0.07,0,0.12,0,0,0,0,0,1.81666666666667,NA,1,Low,1,0,0
22446,10102,B,78,1,DealHunter,0.18,0.07,0,0.12,0,0,0,0,0,1.3,NA,1,Low,1,0,0
22447,3393,B,80,5,TargetedShopper,0.15,0.07,0,0.2,0,0,0,0,0,6.66666666666667,NA,5,Low,1,0,0
22448,2415,A,12,8,Explorer,0.05,0,0,0.26,0,0,0,0,0,1.6,NA,8,Low,1,0,0
22449,8120,A,106,3,DealHunter,0.18,0,0,0.16,1,0.05,0,0,0,5.3,NA,3,Low,1,0,0
22450,7711,A,111,2,Explorer,0.05,0,0,0.14,0,0,0,0,0,3.7,NA,2,Low,1,0,0
22451,423,B,15,2,TargetedShopper,0.15,0.07,1,0.44,0,0,0,0,0,1,NA,4,Low,1,0,0
22452,4459,A,95,7,Explorer,0.05,0,0,0.24,1,0.05,0,0,0,11.0833333333333,NA,7,Low,1,0,0
22453,14031,A,11,8,TargetedShopper,0.15,0,0,0.26,1,0.05,0,0,0,1.46666666666667,NA,8,Low,1,0,0
22454,9367,A,105,6,DealHunter,0.18,0,0,0.22,0,0,0,0,0,10.5,NA,6,Low,1,0,0
22455,6690,B,97,7,TargetedShopper,0.15,0.07,0,0.24,0,0,0,0,0,11.3166666666667,NA,7,Low,1,0,0
22456,13095,B,117,4,Explorer,0.05,0.07,0,0.18,0,0,0,0,0,7.8,NA,4,Low,1,0,0
22457,9607,A,37,5,Explorer,0.05,0,0,0.2,0,0,0,0,0,3.08333333333333,NA,5,Low,1,0,0
22458,10306,A,66,2,TargetedShopper,0.15,0,0,0.14,0,0,0,0,0,2.2,NA,2,Low,1,0,0
22459,12094,B,150,5,TargetedShopper,0.15,0.07,0,0.2,0,0,0,0,0,12.5,NA,5,Low,1,0,0
22460,13851,A,133,3,DealHunter,0.18,0,0,0.16,1,0.05,1,0.02,0,6.65,NA,3,Low,1,1,0
22461,13614,B,106,7,HighIntent,0.3,0.07,0,0.24,1,0.05,0,0,0,12.3666666666667,NA,7,Low,1,0,0
22462,12177,A,100,3,Explorer,0.05,0,0,0.16,0,0,0,0,0,5,NA,3,Low,1,0,0
22463,2851,A,97,4,DealHunter,0.18,0,0,0.18,0,0,0,0,0,6.46666666666667,NA,4,Low,1,0,0
22464,14895,B,90,4,TargetedShopper,0.15,0.07,1,0.48,0,0,0,0,0,12,NA,8,Low,1,0,0
22465,7922,B,54,2,Explorer,0.05,0.07,0,0.14,0,0,0,0,0,1.8,NA,2,Low,1,0,0
22466,11843,A,63,2,TargetedShopper,0.15,0,0,0.14,0,0,0,0,0,2.1,NA,2,Low,1,0,0
22467,2924,B,31,7,Explorer,0.05,0.07,0,0.24,0,0,0,0,0,3.61666666666667,NA,7,Low,1,0,0
22468,13098,B,15,6,TargetedShopper,0.15,0.07,0,0.22,0,0,0,0,0,1.5,NA,6,Low,1,0,0
22469,10761,B,82,4,DealHunter,0.18,0.07,0,0.18,0,0,0,0,0,5.46666666666667,NA,4,Low,1,0,0
22470,1471,A,385,3,DealHunter,0.18,0,0,0.16,1,0.05,0,0,0,19.25,NA,3,Low,1,0,0
22471,8171,A,77,7,TargetedShopper,0.15,0,0,0.24,1,0.05,0,0,0,8.98333333333333,NA,7,Low,1,0,0
22472,8730,B,7,4,TargetedShopper,0.15,0.07,0,0.18,0,0,0,0,0,0.466666666666667,NA,4,Low,1,0,0
22473,8617,B,256,4,HighIntent,0.3,0.07,0,0.18,0,0,0,0,0,17.0666666666667,NA,4,Low,1,0,0
22474,11180,B,10,4,DealHunter,0.18,0.07,0,0.18,0,0,0,0,0,0.666666666666667,NA,4,Low,1,0,0
22475,14178,A,37,5,Explorer,0.05,0,0,0.2,0,0,0,0,0,3.08333333333333,NA,5,Low,1,0,0
22476,12674,A,119,5,DealHunter,0.18,0,0,0.2,0,0,0,0,0,9.91666666666667,NA,5,Low,1,0,0
22477,11283,B,157,3,HighIntent,0.3,0.07,0,0.16,0,0,0,0,0,7.85,NA,3,Low,1,0,0
22478,1083,B,33,6,TargetedShopper,0.15,0.07,1,0.52,1,0.25,1,0.32,0,6.6,NA,12,Low,1,1,0
22479,6558,A,73,4,DealHunter,0.18,0,0,0.18,0,0,0,0,0,4.86666666666667,NA,4,Low,1,0,0
22480,7525,B,118,5,TargetedShopper,0.15,0.07,0,0.2,0,0,0,0,0,9.83333333333333,NA,5,Low,1,0,0
22481,3252,B,76,4,Explorer,0.05,0.07,0,0.18,0,0,0,0,0,5.06666666666667,NA,4,Low,1,0,0
22482,11231,A,52,5,TargetedShopper,0.15,0,0,0.2,1,0.05,0,0,0,4.33333333333333,NA,5,Low,1,0,0
22483,6301,A,40,1,DealHunter,0.18,0,1,0.42,1,0.25,0,0,0,1.33333333333333,NA,2,Low,1,0,0
22484,2837,B,39,4,Explorer,0.05,0.07,0,0.18,0,0,0,0,0,2.6,NA,4,Low,1,0,0
22485,1387,B,8,2,DealHunter,0.18,0.07,1,0.44,1,0.25,0,0,0,0.533333333333333,NA,4,Low,1,0,0
22486,13847,B,90,5,HighIntent,0.3,0.07,1,0.5,1,0.25,0,0,0,15,NA,10,Low,1,0,0
22487,3866,B,132,8,TargetedShopper,0.15,0.07,0,0.26,0,0,0,0,0,17.6,NA,8,Low,1,0,0
22488,5360,B,11,4,Explorer,0.05,0.07,0,0.18,1,0.05,0,0,0,0.733333333333333,NA,4,Low,1,0,0
22489,14782,B,28,4,HighIntent,0.3,0.07,0,0.18,0,0,0,0,0,1.86666666666667,NA,4,Low,1,0,0
22490,5512,B,56,3,HighIntent,0.3,0.07,1,0.46,0,0,0,0,0,5.6,NA,6,Low,1,0,0
22491,12563,A,25,5,Explorer,0.05,0,0,0.2,1,0.05,0,0,0,2.08333333333333,NA,5,Low,1,0,0
22492,14979,A,66,6,HighIntent,0.3,0,0,0.22,0,0,0,0,0,6.6,NA,6,Low,1,0,0
22493,11913,A,404,7,DealHunter,0.18,0,0,0.24,1,0.05,0,0,0,47.1333333333333,NA,7,Low,1,0,0
22494,12738,B,115,5,Explorer,0.05,0.07,0,0.2,0,0,0,0,0,9.58333333333333,NA,5,Low,1,0,0
22495,3577,A,70,1,DealHunter,0.18,0,0,0.12,0,0,0,0,0,1.16666666666667,NA,1,Low,1,0,0
22496,4088,A,92,5,DealHunter,0.18,0,1,0.5,0,0,0,0,0,15.3333333333333,NA,10,Low,1,0,0
22497,1778,A,28,4,TargetedShopper,0.15,0,0,0.18,0,0,0,0,0,1.86666666666667,NA,4,Low,1,0,0
22498,6103,A,35,3,Explorer,0.05,0,0,0.16,1,0.05,0,0,0,1.75,NA,3,Low,1,0,0
22499,8057,A,167,3,DealHunter,0.18,0,0,0.16,0,0,0,0,0,8.35,NA,3,Low,1,0,0
22500,5469,A,126,9,HighIntent,0.3,0,0,0.28,0,0,0,0,0,18.9,NA,9,Low,1,0,0
22501,5871,B,94,2,TargetedShopper,0.15,0.07,1,0.44,0,0,0,0,0,6.26666666666667,NA,4,Low,1,0,0
22502,446,A,237,10,DealHunter,0.18,0,0,0.3,0,0,0,0,0,39.5,NA,10,Low,1,0,0
22503,10744,B,46,6,HighIntent,0.3,0.07,0,0.22,0,0,0,0,0,4.6,NA,6,Low,1,0,0
22504,12285,A,102,7,HighIntent,0.3,0,0,0.24,0,0,0,0,0,11.9,NA,7,Low,1,0,0
22505,11601,B,114,12,DealHunter,0.18,0.07,0,0.34,0,0,0,0,0,22.8,NA,12,Low,1,0,0
22506,13340,A,86,7,Explorer,0.05,0,0,0.24,0,0,0,0,0,10.0333333333333,NA,7,Low,1,0,0
22507,13345,B,48,3,Explorer,0.05,0.07,1,0.46,1,0.25,0,0,0,4.8,NA,6,Low,1,0,0
22508,5270,A,39,4,Explorer,0.05,0,0,0.18,0,0,0,0,0,2.6,NA,4,Low,1,0,0
22509,5621,B,24,5,Explorer,0.05,0.07,0,0.2,0,0,0,0,0,2,NA,5,Low,1,0,0
22510,5251,A,27,5,TargetedShopper,0.15,0,0,0.2,0,0,0,0,0,2.25,NA,5,Low,1,0,0
22511,8673,A,53,13,HighIntent,0.3,0,0,0.36,1,0.05,0,0,0,11.4833333333333,NA,13,Low,1,0,0
22512,9256,A,77,4,Explorer,0.05,0,0,0.18,0,0,0,0,0,5.13333333333333,NA,4,Low,1,0,0
22513,3741,A,74,4,TargetedShopper,0.15,0,0,0.18,0,0,0,0,0,4.93333333333333,NA,4,Low,1,0,0
22514,8902,B,8,5,TargetedShopper,0.15,0.07,0,0.2,0,0,0,0,0,0.666666666666667,NA,5,Low,1,0,0
22515,966,B,175,7,Explorer,0.05,0.07,0,0.24,0,0,0,0,0,20.4166666666667,NA,7,Low,1,0,0
22516,2954,B,91,5,Explorer,0.05,0.07,0,0.2,0,0,0,0,0,7.58333333333333,NA,5,Low,1,0,0
22517,12914,A,30,6,TargetedShopper,0.15,0,0,0.22,1,0.05,0,0,0,3,NA,6,Low,1,0,0
22518,2842,B,74,6,TargetedShopper,0.15,0.07,1,0.52,0,0,0,0,0,14.8,NA,12,Low,1,0,0
22519,4892,A,102,7,DealHunter,0.18,0,1,0.54,1,0.25,0,0,0,23.8,NA,14,Low,1,0,0
22520,14029,B,127,6,HighIntent,0.3,0.07,1,0.52,0,0,0,0,0,25.4,NA,12,Low,1,0,0
22521,6978,A,121,4,Explorer,0.05,0,0,0.18,0,0,0,0,0,8.06666666666667,NA,4,Low,1,0,0
22522,14891,B,21,2,DealHunter,0.18,0.07,1,0.44,0,0,0,0,0,1.4,NA,4,Low,1,0,0
22523,6973,B,118,5,Explorer,0.05,0.07,0,0.2,0,0,0,0,0,9.83333333333333,NA,5,Low,1,0,0
22524,13240,A,41,7,Explorer,0.05,0,0,0.24,0,0,0,0,0,4.78333333333333,NA,7,Low,1,0,0
22525,14386,A,52,4,DealHunter,0.18,0,0,0.18,0,0,0,0,0,3.46666666666667,NA,4,Low,1,0,0
22526,1921,B,98,7,TargetedShopper,0.15,0.07,1,0.54,0,0,0,0,0,22.8666666666667,NA,14,Low,1,0,0
22527,9587,A,119,4,DealHunter,0.18,0,0,0.18,0,0,0,0,0,7.93333333333333,NA,4,Low,1,0,0
22528,8075,B,74,6,TargetedShopper,0.15,0.07,0,0.22,0,0,0,0,0,7.4,NA,6,Low,1,0,0
22529,112,B,71,6,Explorer,0.05,0.07,0,0.22,0,0,0,0,0,7.1,NA,6,Low,1,0,0
22530,7772,B,71,4,TargetedShopper,0.15,0.07,0,0.18,0,0,0,0,0,4.73333333333333,NA,4,Low,1,0,0
22531,13084,B,74,5,Explorer,0.05,0.07,0,0.2,0,0,0,0,0,6.16666666666667,NA,5,Low,1,0,0
22532,6655,A,35,4,DealHunter,0.18,0,0,0.18,1,0.05,0,0,0,2.33333333333333,NA,4,Low,1,0,0
22533,6405,A,63,4,Explorer,0.05,0,0,0.18,0,0,0,0,0,4.2,NA,4,Low,1,0,0
22534,2529,B,21,5,Explorer,0.05,0.07,0,0.2,1,0.05,0,0,0,1.75,NA,5,Low,1,0,0
22535,10781,A,106,4,Explorer,0.05,0,0,0.18,0,0,0,0,0,7.06666666666667,NA,4,Low,1,0,0
22536,1553,B,56,4,TargetedShopper,0.15,0.07,1,0.48,1,0.25,1,0.32,0,7.46666666666667,NA,8,Low,1,1,0
22537,636,B,130,3,DealHunter,0.18,0.07,0,0.16,0,0,0,0,0,6.5,NA,3,Low,1,0,0
22538,967,A,30,3,DealHunter,0.18,0,1,0.46,0,0,0,0,0,3,NA,6,Low,1,0,0
22539,3045,B,58,3,Explorer,0.05,0.07,0,0.16,0,0,0,0,0,2.9,NA,3,Low,1,0,0
22540,2930,B,453,5,Explorer,0.05,0.07,0,0.2,0,0,0,0,0,37.75,NA,5,Low,1,0,0
22541,5893,A,76,7,HighIntent,0.3,0,0,0.24,1,0.05,0,0,0,8.86666666666667,NA,7,Low,1,0,0
22542,2654,B,164,4,Explorer,0.05,0.07,1,0.48,1,0.25,0,0,0,21.8666666666667,NA,8,Low,1,0,0
22543,7875,A,22,4,TargetedShopper,0.15,0,0,0.18,0,0,0,0,0,1.46666666666667,NA,4,Low,1,0,0
22544,13675,B,30,5,HighIntent,0.3,0.07,0,0.2,1,0.05,0,0,0,2.5,NA,5,Low,1,0,0
22545,9923,B,57,2,DealHunter,0.18,0.07,0,0.14,0,0,0,0,0,1.9,NA,2,Low,1,0,0
22546,10201,A,23,2,Explorer,0.05,0,0,0.14,0,0,0,0,0,0.766666666666667,NA,2,Low,1,0,0
22547,1798,B,85,6,HighIntent,0.3,0.07,0,0.22,0,0,0,0,0,8.5,NA,6,Low,1,0,0
